,z>=0.0,z>=0.5,z>=1.0,z>=1.5,z>=2.0,v3_best,v3_gross,N225_B&H
2025-04-24,0.003923242323960134,0.003923242323960134,-0.0,-0.0,-0.0,-0.0,-0.0,0.004890342310518436
2025-04-25,-0.008989188248604443,-0.008989188248604443,-0.009288056840063097,-0.008023402187159938,0.0,-0.008023402187159938,-0.0077642499556871995,0.019024145091282918
2025-04-28,0.002064563078304674,0.002064563078304674,-0.0003,-0.0002591522314727382,-0.0,-0.0002591522314727382,-0.0,0.003759899849781201
2025-04-30,-0.000278463660300588,-0.00019094788443871835,0.0,0.0,0.0,0.0,0.0,0.005730767080285304
2025-05-01,0.001743539983347835,0.0,0.0,0.0,0.0,0.0,0.0,0.011289155152408359
2025-05-02,-0.0006687195232761147,0.0,0.0,0.0,0.0,0.0,0.0,0.010380431876460205
2025-05-07,0.0005602797064639421,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0013855631825402392
2025-05-08,5.1371933451038924e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004050302514138071
2025-05-09,-0.004895023225655844,-0.0048739634606092316,-0.0024646522385394897,0.0,0.0,0.0,0.0,0.01556243044411354
2025-05-12,0.00011800174335144614,-0.0003,-0.00015170316263910286,-0.0,-0.0,-0.0,-0.0,0.0037578956534274344
2025-05-13,-0.0011106787161428574,-0.0011841646973054561,-0.0011841646973054561,-0.0011841646973054561,-0.0007475401628019479,-0.0011841646973054561,-0.0008841646973054562,0.014318251318806707
2025-05-14,0.001605097539337406,0.001605097539337406,-0.0003,-0.0003,-0.000189384170420625,-0.0003,-0.0,-0.001443900023683109
2025-05-15,-0.00011797598824488269,-0.0002650718784134769,-0.0,-0.0,-0.0,-0.0,-0.0,-0.009772763526272099
2025-05-16,-0.00018274845868194203,-0.00016381937399126938,-0.00016381937399126938,-0.00016381937399126938,-8.377344715286644e-05,-0.00016381937399126938,0.0001361806260087306,-4.748892726857967e-05
2025-05-19,-0.0019623592975387405,-0.0019623592975387405,-0.0013083780806898327,-0.0003,-0.0001534130764484506,-0.0003,-0.0,-0.006756681254081798
2025-05-20,-0.003011280946027377,-0.003011280946027377,-0.00018197836331462503,-0.0,-0.0,-0.0,-0.0,0.0008229467556575276
2025-05-21,-0.004280783716200751,-0.004280783716200751,-0.0,-0.0,-0.0,-0.0,-0.0,-0.006142045177183086
2025-05-22,-0.0011540161678919494,-0.0011540161678919494,0.0,0.0,0.0,0.0,0.0,-0.008394582668615591
2025-05-23,-3.510461464419273e-05,-3.510461464419273e-05,-0.0,-0.0,-0.0,-0.0,-0.0,0.004720658215874973
2025-05-26,0.008131453014563207,0.008131453014563207,0.004508960909764142,0.0,0.0,0.0,0.0,0.009985409562413006
2025-05-27,0.00036458038215975467,-0.0003,-0.00016178540494195528,0.0,0.0,0.0,0.0,0.005131102264845699
2025-05-28,0.0006460777298848568,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.5353953435745e-05
2025-05-29,-0.004365624679158825,0.0,0.0,0.0,0.0,0.0,0.0,0.018837138164141898
2025-05-30,0.0004339362942316074,0.000559936841538539,0.0,0.0,0.0,0.0,0.0,-0.012173890771506324
2025-06-02,-0.004939785003174777,-0.004939785003174777,-0.004236131421050875,-0.0,-0.0,-0.0,-0.0,-0.013023267873682465
2025-06-03,0.00018652220011054413,-0.0003,-0.000249467224606758,-0.0,-0.0,-0.0,-0.0,-0.0006368522381879904
2025-06-04,-0.0007471981296966783,0.0,0.0,0.0,0.0,0.0,0.0,0.008028471217976563
2025-06-05,0.0007784071904646262,0.0006550936596578464,0.00040029742674836774,-0.0,-0.0,-0.0,-0.0,-0.005111893425745806
2025-06-06,-0.0004122152592544088,-0.0003,-0.000183316120151785,0.0,0.0,0.0,0.0,0.0049826559304610996
2025-06-09,4.3667518678883806e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.009193061537270397
2025-06-10,0.000922515229724598,0.000934927609965795,-0.0,-0.0,-0.0,-0.0,-0.0,0.003227776869578536
2025-06-11,-0.00010340466059729231,-0.00019457841827074938,-0.0,-0.0,-0.0,-0.0,-0.0,0.00548734342266588
2025-06-12,-0.0006483845097716512,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.006457414604265521
2025-06-13,-0.00779304738670907,-0.007835236573798567,-0.0,-0.0,-0.0,-0.0,-0.0,-0.008876406000586812
2025-06-16,-0.004254673837809808,-0.004254673837809808,0.0,0.0,0.0,0.0,0.0,0.012609688972293531
2025-06-17,-0.002700476846180208,-0.002700476846180208,0.0,0.0,0.0,0.0,0.0,0.00588364244420192
2025-06-18,-0.007231712716423533,-0.007231712716423533,0.0,0.0,0.0,0.0,0.0,0.009040987166771153
2025-06-19,-0.004455685900539023,-0.00015925515451165734,-0.0,-0.0,-0.0,-0.0,-0.0,-0.010204631065965697
2025-06-20,-0.0003260205487803497,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0022113028347160446
2025-06-23,0.0018284940680770975,0.0017893678187292149,0.0,0.0,0.0,0.0,0.0,-0.0012795961277264345
2025-06-24,0.00024414451053865406,0.00024414451053865406,-6.540045425809898e-06,0.0,0.0,0.0,0.0,0.011379979339312118
2025-06-25,-0.0004208411562941975,-0.0003,-0.00029855200608922694,0.0,0.0,0.0,0.0,0.0039058916458709625
2025-06-26,-0.013386706471715826,-0.013415163177727762,-0.011872186110956877,0.0,0.0,0.0,0.0,0.016499066622396752
2025-06-27,0.00021666887094999853,-0.0003,-0.00026549478273959614,0.0,0.0,0.0,0.0,0.014303826498087702
2025-06-30,-0.0009794561232669876,-0.0010021350129157318,-0.0,-0.0,-0.0,-0.0,-0.0,0.008383435801872618
2025-07-01,-0.006612415737618891,-0.006612415737618891,-0.0,-0.0,-0.0,-0.0,-0.0,-0.012375766683531464
2025-07-02,0.0023319513872819696,0.0023319513872819696,0.0,0.0,0.0,0.0,0.0,-0.005598104820983774
2025-07-03,-0.00023951680415471585,-0.00023951680415471585,-2.7325409738187796e-05,-1.982056399720813e-05,-0.0,-1.982056399720813e-05,0.00019778529282742167,0.0005889463754256141
2025-07-04,-0.0033989714412701612,-0.0033989714412701612,-0.0003,-0.0002176058568246298,-0.0,-0.0002176058568246298,-0.0,0.0006278724304602523
2025-07-07,-0.001195359914378811,-0.00018993999621349229,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00560648809777875
