,v1_gross,v1_net,MOM,MT3,MT3_gross,MT5,MT5_gross,MT5_ema3,MT5_ema5,v2_best,v2_best_gross,Ensemble
2010-05-24,0.009850711990454036,0.008845953988909146,-0.005173968515710282,0.005310724663652203,0.006853533705234266,-0.0006444716183073438,0.0002812138066418942,-0.0046101078445651865,-0.005061783351578203,-0.002367513840833619,-0.0014418284158843806,0.00021484788958017436
2010-05-25,0.020090630835793915,0.015462203711047725,-0.008047878581268568,-0.004782237257308618,-0.0034372527854086934,-0.00016046571915164756,-0.00010657717533164926,0.0072033799146752255,0.007697183661746203,0.001629322740708141,0.0018581889514985045,-0.0020369261931517378
2010-05-26,-0.005669289285605061,-0.010297716410351251,-0.0071753620002015985,-0.002094090499472844,-0.001889763095201687,-0.0034881124091124044,-0.0025624269841631664,-0.001045837225158755,-0.0004649996465180679,-0.0012905997383929162,-0.00036491431344367817,-0.002427262642627161
2010-05-27,0.021067251003112162,0.020454268790298692,0.00029683071882306497,0.00761251810462338,0.007816845508894537,0.012122557147675227,0.012323508747984204,0.011153220592655694,0.012703275310286904,0.0016805531012704478,0.0026062385262196858,0.0012785794867023878
2010-05-28,-0.005909537095886301,-0.0065225193086997715,-0.006172866383656986,-0.009381826428321135,-0.007839017386739072,-0.004904362032352421,-0.004703410432043443,-0.005346464204139717,-0.00713003107628859,-0.003043025278092333,-0.0028141590673019697,-0.0011320451766331395
2010-05-31,0.009940161366541456,0.005311734241795266,0.001055470089673779,-0.002736424154921484,-0.0011936151133394208,-0.0014266440708027343,-0.0005009586458534964,-0.0009852177644584363,-0.0007983430640862125,-0.0006149147962880582,0.0003107706286611798,0.000885693726697066
2010-06-01,0.009988901808000522,0.00971945908890053,-0.009088433482371518,0.001646196449501321,0.0031890054910833844,-0.001761247175791306,-0.0017073586319713077,-0.0023381786209350328,-0.0030046771419315796,-0.0009841125429648069,-0.0006041125429648069,-0.001081845027458291
2010-06-02,0.01757824361977551,0.017308800900675516,-0.0014157777357862353,0.015820704892831963,0.017363513934414026,0.003097987650507875,0.004023673075457113,0.0027487234464910414,0.0035157444887615307,-4.0578757655380265e-05,0.0008851066672938577,-0.0003032976915267088
2010-06-03,0.0023643129244024456,0.001751330711588975,0.0007989726918563485,-0.0005005605435906661,-0.00029623313931950924,-0.0016272363031068105,-0.0007015508781575725,-0.0012426521766877802,-0.0009857088420551338,-0.00210914471979471,-0.0011834592948454718,-0.0006159892981997781
2010-06-04,-0.003633635456151793,-0.004246617668965264,-0.0009179757747381259,-0.004727908618866909,-0.004727908618866909,-0.005540743434554965,-0.004615058009605727,-0.00485609981234795,-0.004884179536925895,-0.004634316778061047,-0.0037086313531118098,-0.003011631072647523
2010-06-07,-0.016812387257615836,-0.021440814382362026,-0.010534890582820191,0.0016680242807625436,0.003210833322344607,0.0064648828806051105,0.0073905683055543485,0.008439018709450855,0.012688635809147532,0.0033034087892071166,0.00353227499999748,-0.0018355899501479056
2010-06-08,-0.00021965334186070749,-0.0048480804666068975,0.0006437585845216138,-0.0007019333685940904,-0.0004976059643229336,-0.0004326517870942251,-0.00037876324327422683,-0.001067433368916974,-0.0009443798222291403,-0.0001773464631512471,-7.885644520527207e-05,-0.00024646934732283225
2010-06-09,0.011673008509728057,0.011060026296914587,0.005620662596046358,0.005126514143939296,0.005216328383639293,0.006247388977233346,0.00636998541979604,0.007620681898444279,0.010415245358323234,0.002460272666860319,0.002460272666860319,-0.00046048810192254376
2010-06-10,-0.004059477805891449,-0.004672460018704919,-0.004695123441626857,-0.004848957293091672,-0.003306148251509608,-0.0023300758872368487,-0.0022074794446741547,-0.003116870219594719,-0.004976725742479765,-0.001613919809426916,-0.001515429791480941,-0.002724798341039465
2010-06-11,-0.013467499621030641,-0.01809592674577683,0.0004441570928402118,0.0034749473824112294,0.005017756423993293,0.0019590860360221723,0.0028847714609714103,0.005816405618827625,0.013775220215557047,0.004001949100209093,0.004100439118155068,-0.001460879728717321
2010-06-14,-0.004661419035136593,-0.004930861754236585,-8.529135218574165e-05,-0.002814058637521896,-0.0012712495959398323,0.001265525870164467,0.001388122312727161,0.0026128555688940914,0.0015151357018146515,0.00010259994885530779,0.0010282853738045458,-0.00101313440175166
2010-06-15,0.003284111309342866,-0.0013443158154033239,0.0032993912160514064,0.0008524183901979044,0.0009422326298979016,0.0008914319096150502,0.0009453204534350486,0.0016522158612595921,0.0007280232801639671,-0.0013602184705472766,-0.0012617284526013014,8.013948002757552e-05
2010-06-16,-0.0010340666698188743,-0.005662493794565064,-0.005918921515593197,-0.0010064394583487663,-0.0010064394583487663,-0.001355713968926149,-0.0004300285439769111,-6.85427025003237e-05,0.0006964507295456549,0.0018562298686120911,0.0019547198865580663,-0.0039065985590306315
2010-06-17,0.0007076596188156482,0.0004382168997156566,0.005911386424610938,0.0008606995618439919,0.0009505138015439891,0.0006448306108933128,0.0015705160358425508,0.0038252494806476096,0.003004247452005415,0.001109772689547788,0.001208262707493763,-0.0005476965217078682
2010-06-18,0.0016879405013719244,-0.0029404866233742654,0.008605533628575761,-0.00018486681782509977,-0.00018486681782509977,-0.0006743785581578223,0.00025130686679141574,0.0010881617910814849,0.0017112708313678443,-0.0015506645591963765,-0.0014521745412504014,0.0030395470657994914
2010-06-21,0.0103503399592581,0.00572191283451191,-0.009685734783392448,0.0033602990800527025,0.0034501133197527,0.002387633353969401,0.0024415218977893996,-0.006452667460349827,-0.007537683610721246,-0.00286388736355356,-0.002765397345607585,-0.0019226751991522541
2010-06-22,-0.007908545292859248,-0.007908545292859248,-0.0028534184743392197,-0.0026361817642864163,-0.0026361817642864163,-0.005765589409048606,-0.004839903984099368,-0.00043830257119949927,0.00037672230511946844,-0.00015306062960910303,0.000772624795340135,-0.0025052335412313526
2010-06-23,-0.0008523434340798346,-0.001121786153179826,-0.00296271166010762,-0.0002393586932292486,0.0013034503483528147,0.0006594737664489948,0.0007820702090116889,0.00013869559161547263,0.0006718650364604972,-0.000542559864483042,0.00038312556046619597,-0.001904082190828396
2010-06-24,0.0058023382495156,0.0011739111247694098,0.003852725429780302,-0.0028818235954563955,-0.001339014553874332,-0.0017290941572738372,-0.0008034087323245991,-0.004050029457080077,-0.004050029457080077,-0.0007500278968260932,0.00017565752812314481,0.0015967853249436036
2010-06-25,0.014602446448699598,0.014602446448699598,0.010170377500084671,0.003407051305139755,0.004949860346721818,-0.003446269808901788,-0.0033923812650817897,-0.00898054553728,-0.009397243292028493,-0.004234831595654642,-0.004005965384864278,-0.0008421632537669392
2010-06-28,-0.012464271679093496,-0.017092698803839686,0.0029834740849407487,0.004860629690245228,0.005064957094516385,-0.0028574534262537287,-0.0028035648824337304,-0.00984484158231354,-0.011148049446186872,-0.005002513412277632,-0.004904023394331657,-0.006692661808615406
2010-06-29,0.011335983080615038,0.006707555955868848,0.007260203776835293,0.0032867596542383013,0.0033765738939382987,0.0017014756900148803,0.0026271611149641183,-0.0010538203101305773,-0.00031779462974664376,-0.0010640756067482652,-0.00013839018179902726,0.0019888286071227603
2010-06-30,-0.006793585825456653,-0.007063028544556644,-0.008345464482102568,-0.0023543428481855484,-0.002264528608485551,-0.004832807405787958,-0.00390712198083872,-0.001030095891824415,-0.00021977966406203585,-0.001317099370711276,-0.00039141394576203814,0.0012596241494718546
2010-07-01,-0.010626004361542787,-0.01466095777724256,0.00654922282144179,0.002431631652296074,0.0026359590565672307,0.0016050469143575239,0.002530732339306762,0.005309237737456574,0.004004482946160269,0.0005766663173664009,0.001502351742315639,-0.002586282127377598
2010-07-02,0.0046046865502525755,-2.374057449361453e-05,0.004632276883439524,0.002859901979227104,0.0029497162189271015,0.0017698297313562608,0.0017698297313562608,0.0030362310551926316,0.004059291983032622,0.0003346180179607841,0.0005634842287511475,0.00015560175464044343
2010-07-05,0.00950434070520214,0.009234897986102148,0.0008953987653146957,0.003711803616627135,0.0038016178563271322,0.005454382636975792,0.00638006806192503,0.008954566374227044,0.00859344279753211,0.0010406411940293249,0.001966326618978563,0.0010948723063692422
2010-07-06,-0.01971016806237661,-0.0207149260639215,-0.0231601773964374,-0.022720598134173046,-0.021177789092590982,-0.013096895651344469,-0.012895944051035491,-0.02146948228398729,-0.02074994030600112,-0.003968952001598645,-0.0038704619836526706,-0.0018162182621782033
2010-07-07,0.0071166725140689256,0.006503690301255455,0.005616152862836409,0.00439125564794884,0.004595583052219997,0.0021083965448789946,0.0022309929874416885,0.001984774576681216,0.002130892868482519,0.0014171413876406806,0.0015156314055866558,-0.002515066255486239
2010-07-08,0.005579362753094149,0.0021155050505863855,0.00959018236716945,0.0025279962741553185,0.003872980746055243,0.0009943615287539454,0.001473268356356425,-0.00043175309706103575,-0.0011938750139919632,-0.004502036294298085,-0.00440354627635211,-0.0028620535271530285
2010-07-09,-0.007298760683376323,-0.010215263022644215,-0.0026511001989710627,-0.004507979689028172,-0.004418165449328174,-0.005094467347440099,-0.004971870904877405,-0.006377613327964367,-0.006659820793202035,-0.004001905945766131,-0.0039034159278201566,-0.003723785594020644
2010-07-12,0.00874858492430406,0.004120157799557871,-0.007917544900825533,0.0023687877280050207,0.003911596769587084,-0.00029597866005932915,0.0006297067648899088,-0.004309821669058873,-0.00483464116504235,-0.004531694136826938,-0.0038013626539150033,-0.0015032870939675723
2010-07-13,-0.002018247238493323,-0.006646674363239513,-8.356308107087748e-05,-0.0016405725468493517,-0.00048595331268009727,-0.00022596535609491745,-0.00010336891353222334,0.0013250399409688197,-0.00036581008225565535,-0.00024366266142193975,-0.0001451726434759647,-0.000828557275016361
2010-07-14,-0.005834030382981989,-0.010462457507728179,0.0014617599659422437,-0.004005831541962223,-0.0024630225003801597,-0.0014070534159637414,-0.00048136799101450333,-0.00042525422353218144,0.0019835355656817885,0.00019976829920370642,0.0011254537241529444,0.0024722339730699175
2010-07-15,-0.010671131276911541,-0.010671131276911541,0.015834974904476773,-0.002550218652992132,-0.002550218652992132,-0.0015501964770447845,-0.0011701964770447844,-0.0011231139097781073,0.00226422533180169,-0.0021998766829580485,-0.0014695452000461132,0.00591632276853939
2010-07-16,0.0012057102971940216,-0.0034227168275521684,-0.004914872579407875,-0.0014645174533574046,-0.0014645174533574046,-0.0012513832221222603,-0.001197494678302262,-0.0037378808902940623,-0.00647454668127258,-0.0025686813187026044,-0.0024701913007566293,0.001424672401524912
2010-07-21,-0.008728969245691966,-0.01219282694819973,0.01618055663668804,-0.002855336258560885,-0.002057158212556752,-0.001201702833532189,-0.0007227960059297094,0.0023283937191845767,0.003934778823541342,0.0005523547599369843,0.0012826862428489195,0.007924993820369264
2010-07-22,0.003752794657845295,0.002317252905045362,-0.0024516001606070155,0.001242148942437364,0.001446476346708521,0.0006143944121635042,0.0015400798371127422,-0.0006727583816868573,-0.0005716387551507549,-0.0005515339291360731,0.0003741514958131649,0.0004769095403582673
2010-07-23,0.00865701263365298,0.00804403042083951,-0.01251879378667989,0.005327106197778019,0.006869915239360082,0.004210821449730923,0.0042647099935509206,0.002215981824821957,0.002121775345610962,0.0016844722537073266,0.0019133384644976902,-0.006093473038777123
2010-07-26,-0.0002493076771650964,-0.0005187503962650879,-0.0033801451309755834,-0.0015504149767889904,-0.0007522369307848576,-0.0003163554106355063,-0.0003163554106355063,-6.670000638802585e-05,8.252886886042437e-05,-5.2205808832431064e-05,0.0001766604019579324,-0.004486498149358207
2010-07-27,0.0021883309573380873,-0.0024400961674081027,0.002318260395750737,-0.002296692004043431,-0.0007538829624613674,-0.0018121593583560393,-0.001758270814536041,0.0011094155374188504,-0.0015635683775978575,-0.00047895772761279533,0.00044672769733644267,0.00041109513110478566
2010-07-28,-0.01291245481098682,-0.013181897530086811,-0.017433678783531605,-0.00763560247290708,-0.0060927934313250165,-0.0009768906119077322,-0.00028411907140617963,-5.462507369025283e-05,0.0032905766752503313,-0.000558623519663999,-0.0004601335017180239,-0.002536543659291603
2010-07-29,0.005273112474346897,0.0006446853496007068,-0.0081341927708018,-0.0017544904767371832,-0.0015501630724660265,0.00010750654205741242,0.00010750654205741242,0.00040104944945603115,0.0007076108633602913,0.0011573353858051728,0.0012558254037511479,-0.0041944125735612695
2010-07-30,0.00049186945272078,0.00022242673362078837,0.0017717336329444722,-0.002602467775613403,-0.0010596587340313396,4.4681799184248125e-05,9.857034300424644e-05,0.0013575922120026794,0.000599390799944733,-0.0014242273849812473,-0.0013257373670352722,0.0025741027367225046
2010-08-02,-0.002600821620487818,-0.007229248745234008,-0.008609505588105758,0.0015779463626273277,0.0016677606023273249,-0.0014458497490468015,-0.0005201643240975636,0.002163069981575816,0.002443834002629955,0.0002906956794742705,0.0002906956794742705,-0.0027738652758413545
2010-08-03,-0.001212838558610437,-0.002217596560155327,-0.00019770382137380667,-0.0027589795806968014,-0.001216170539114738,-0.0004435193120310654,-0.0002425677117220874,0.0007961363110594797,0.0011123459866299596,-0.0001686669757086747,-7.017695776269965e-05,-0.0013849059861973207
2010-08-04,0.002325965263283058,0.000890423510483125,-0.0013520856389252298,-0.001168411574782745,0.0003743974667993185,-0.0005707208844378665,-0.0005168323406178682,-0.0021725335391636017,-0.002779269462383471,-0.003250133893004428,-0.00232444846805519,0.0008976965246740529
2010-08-05,0.002174579718920034,0.0015615975061065634,0.00010720946311955099,-7.859875861503454e-05,-7.859875861503454e-05,-0.0008156821603456356,0.00011000326460360241,7.687844284320617e-05,-3.420150979891736e-05,-0.0006440786725181112,0.00028160675243112685,-0.0075323708342738115
2010-08-06,-0.0006985691176575482,-0.005326996242403738,-0.007604072892168736,-0.0012129294968504397,0.00032987954473162373,-0.0010034022683159064,-0.0009495137244959082,-0.00027496442611494416,-0.0009281225600586262,-0.0018334213908485788,-0.0009077359658993407,-0.004140692115852479
2010-08-09,0.005273908985477081,0.0006454818607308909,0.008590117379616324,0.0016681554221256965,0.0017579696618256937,0.0024292935279325257,0.0025518899704952197,0.0014294330359575919,-0.0008191409735232075,-0.0010438455537601053,-0.00011816012881086724,0.0035891411201020985
2010-08-10,0.0019465413318761953,0.0013335591190627247,0.0041240007819661,0.0007589706246586375,0.0008487848643586347,0.002016970006674464,0.0021395664492371578,0.002703229426611875,0.001025088159537234,0.0007166418430996503,0.0016423272680488883,0.003914647004191571
2010-08-11,0.009437010747790315,0.008824028534976845,0.004047652099954323,0.0077485483729204975,0.00929135741450256,0.005520925904881539,0.005574814448701537,0.009589470278925498,0.008675541120900932,0.0017133078375969604,0.0026389932625461984,0.0010050937494035794
2010-08-12,-0.003995898089935848,-0.007459755792443611,-0.0002142539192581481,-0.0036805623452600793,-0.0025259431110908246,-0.002940793069482006,-0.002015107644532768,-0.001712081715962871,-0.0019553767751862086,-0.0025302303984972526,-0.0024317403805512775,-0.003267964157715315
2010-08-13,0.0012529435375858268,-0.0022109141649219364,0.004657824419392871,-0.0013399833512590313,-0.0011356559469878744,-0.00016604066207185633,0.0007596447628773817,0.0029840466525537655,0.003380774598900369,0.0009436658462023169,0.0010421558641482919,-0.0002719586122995992
2010-08-16,-0.0031866629726122163,-0.007815090097358406,0.004073332454950845,-0.0026142050699951933,-0.0010713960284131302,0.00019400686532677685,0.0011196922902760149,0.00672469297101321,0.005969893320932196,0.002808592867870098,0.002808592867870098,0.003763620293429924
2010-08-17,-0.003718660571582417,-0.0039881032906824085,0.004652241337291607,-0.0017246519133778603,-0.0012461379957778827,-0.0027640987282161397,-0.0018384133032669017,0.002244995732909397,0.005127642402789445,0.0041223036273015596,0.004220793645247535,-0.0004054809558613048
2010-08-18,-0.007699113725392876,-0.012327540850139065,-0.004680139432524631,0.0009142278669495254,0.0011185552712206822,-5.679917561498028e-05,6.579726694771383e-05,-0.004733140988892727,-0.007003645962345243,-0.0036340651662307246,-0.0035355751482847495,-0.001764433582383768
2010-08-19,0.009714742989573026,0.005086315864826836,-0.007796058146109647,0.0045307111003407095,0.004735038504611867,0.002104870751953909,0.002484870751953909,-0.0025424599898130696,-0.008281903903716645,-0.005584581664978339,-0.004854250182066404,-0.0019513852342362868
2010-08-20,5.542299405061381e-05,-0.0005575592187628567,0.003758345081973525,-0.00031828725047611624,-0.0001139598462049594,-0.0003904394090405133,0.0005352460159087247,-0.0006700130612189956,-0.0011479972944798465,-0.000295177835379197,0.000630507589570041,-0.00038157932704681514
2010-08-23,0.006435543448497609,0.001807116323751419,-0.005818277326638043,-0.0017224481373918697,-0.0015181207331207128,-0.0013166066660625403,-0.0003909212411133023,-0.0006842127924393188,0.0016829418462907056,0.001147105924058606,0.0013759721348489695,-0.0038684582721670155
2010-08-24,0.0022735577823398937,0.002004115063239902,0.0024293866532286864,-0.000504973998437805,0.0010378350431442583,-0.0006622159538283276,0.00026346947112091036,-0.0003630182591617966,0.00021704165143154845,-0.00014411515826109493,-4.562514031511986e-05,-0.0005243632739680233
2010-08-25,0.0031767343074670835,0.002563752094653613,-9.700268831098775e-05,0.0011153226719188933,0.0024603071438188177,0.0004199811276864404,0.0005425775702491345,0.000868393316725767,0.0005176693799518008,-0.000275362926797132,-0.00017687290885115697,0.0006653932789787195
2010-08-26,0.007068764272742539,0.006455782059929068,0.004976820268935141,0.005601025577041675,0.005805352981312832,0.0028387383894629497,0.0037644238144121877,0.0022031765079780752,0.0025641286101984874,0.0012350040658686808,0.001965335548780616,0.0023281863192703934
2010-08-27,0.009021432594128671,0.004393005469382481,-0.009601060031887019,-0.005097019746609201,-0.0035542107050271373,-0.007893847929645073,-0.007771251487082379,-0.011798308921179414,-0.012715581133143606,-0.008179314442163313,-0.007253629017214075,-0.0034696365138783746
2010-08-30,-0.011845763859461938,-0.012458746072275408,0.006875572505602971,-0.005491396994736043,-0.003948587953153979,0.0016969383886099648,0.002622623813559203,0.006218852210330601,0.006323282866290321,0.0029966894659812626,0.0039223748909305006,0.004302713247167514
2010-08-31,-0.0032997839160881174,-0.003912766128901588,0.0032670227338762597,-0.006539054814962719,-0.004996245773380655,-0.0015856422081668615,-0.0006599567832176235,0.0010850333988480518,0.001136068777417064,0.0001809608219494167,0.0011066462468986547,-0.0007431747027827056
2010-09-01,-0.0066000833685676205,-0.010063941071075383,0.0004519238964010453,-0.001568655435422,-0.00041403620125274554,-0.001055412403891602,-0.0002484217207516473,0.0003989333215205248,0.00026045606338132086,0.00019311167966846966,0.0011187971046177077,-0.005255579922974894
2010-09-02,-0.0025006135075774727,-0.0035053715091223625,-0.0004348028048075953,-0.002633836055888718,-0.0022989167220404216,-0.005272086820952991,-0.004465096137813036,-0.005981504885334177,-0.005938878140147668,-0.0016852089578623295,-0.0007595235329130914,-0.0033704066512139086
2010-09-03,0.0029766779273067514,0.001971919925761861,-0.005841745519949064,-0.0019984039096930454,-0.0017940765054218887,-0.00013312953674717983,-1.0533094184485715e-05,0.001565537444062405,0.0017922291641479056,0.0018413126486596567,0.0027669980736088947,-0.004953901870535557
2010-09-06,0.006848417231585181,0.006848417231585181,-0.005998419583218501,0.004218841295939937,0.00501701934194407,0.0038006498609235604,0.0038006498609235604,0.0074624454676610105,0.008475439228022177,0.002816294312157081,0.002816294312157081,0.0011884902039360071
2010-09-07,0.002715932549905305,0.0021029503370918346,-0.0038334388421579504,0.00029668635697731663,0.0009300196903106499,-0.0015618550035340515,-0.0015079664597140532,-3.205699313725892e-05,0.0004502406758290247,0.0013406123044550735,0.0014391023224010486,-0.0003853398329134192
2010-09-08,0.000983236474738141,-0.0030517169409616323,-0.000939454424724399,-0.002222282189528681,-0.0006794731479466176,-0.0008864112786569809,-7.942059551702624e-05,-0.0017856680871807748,-0.0005694225236656892,0.00016827673609258855,0.000716196879660389,-0.0011680490608239726
2010-09-09,-3.0921325628333485e-05,-0.004659348450374523,-0.0050050484430651295,-0.00016454790806897396,-7.473366836897677e-05,-0.0004408626084083209,-0.0001537542578483343,-0.00023769476451530904,0.0007637737545413028,4.01784113434342e-05,0.0002690446221337977,-0.0010076648577014022
