,MOM,PCA_PLAIN,PCA_SUB,DOUBLE
2010-05-13,0.0012393918604174828,0.005453615458960015,0.009189726200681304,0.005674781558224921
2010-05-14,-0.002409593436526225,-0.0009719369017275214,0.003509204042526437,0.000690884895416403
2010-05-17,-0.005056746914727484,0.0019602912449729675,0.010835645686881756,0.006014407476263814
2010-05-18,-0.004432479897946596,0.009925523747802733,0.016408285352809804,0.008224135190581044
2010-05-19,0.00605947947458061,-0.0008686817263307447,-0.0050460527665799225,-0.004460631240454688
2010-05-20,-0.009434107219518918,-0.00633388270186721,-0.005551326894650699,-0.011409902638768671
2010-05-21,0.002487269605246256,0.0107529549178202,0.016963508742143762,0.014774631332394794
2010-05-24,-0.004553614711273579,0.0018816043805294446,0.002821343738162496,0.001903744421584567
2010-05-25,0.0009037178206405157,0.004055670744325335,0.013777414739295791,0.00268726201495559
2010-05-26,0.0036808028804947266,-0.004894176162507891,-0.008906693056834248,-0.0017502770590969718
2010-05-27,-0.005623003200434318,0.003923404072433545,0.02243796132930367,0.01398675154350787
2010-05-28,-0.002023920013326119,-0.0017917510725125262,-0.009807270913230437,-0.007843979675193125
2010-06-01,-0.0026447364746905234,-0.002732258235413965,-2.0334510952002604e-05,-0.003270701825835098
2010-06-02,-0.003426132014630401,0.004238862195381943,0.007506418716862195,0.006743374907963761
2010-06-03,0.0009551479772023307,0.0034328318321225513,-0.00443915239111119,0.0020295439462332623
2010-06-04,0.004488255713789635,0.0007750215887469825,0.0008976987030980821,0.004461376855562649
2010-06-07,0.0010100890307138,0.008338337780617143,-0.021359824182237655,-0.011328715898376907
2010-06-08,-0.00879227895346708,-0.011335154064281271,-0.00014730524026815859,-0.0076304481463691735
2010-06-09,0.007334224672615953,0.006337143816899138,0.00809167106646964,0.011887352008037515
2010-06-10,0.003407710492341542,-0.002240547922385372,-0.00593534521516681,-0.0007574426697145254
2010-06-11,0.0019101416410968412,-0.005175891085000583,-0.010022100462866645,-0.0015623365921669241
2010-06-14,4.334102187220079e-05,0.0011375669246942888,-0.00041941677588885895,0.0020606455202253535
2010-06-15,0.003006301934250688,0.00033044498891761083,0.0004629491443781885,-0.0004878550645031252
2010-06-16,-0.0036512705716748254,-0.0023242350808160947,-0.0020127236816877224,-0.0061283348819084205
2010-06-17,0.0010643663902657476,-0.0048298464581179035,-0.0029239902342401256,-0.001394608122047225
2010-06-18,0.0072397040341443345,0.005030253507068094,0.0047424224629364796,0.006790346362604046
2010-06-21,-0.009096404808173064,0.010083836897426113,0.010518901422026295,0.0019466841034005236
2010-06-22,-0.001054319365774714,-0.0015830507829688314,-0.0056996497747650475,-0.011540841874369231
2010-06-23,-0.0003921635052029248,0.0023500315154451946,-0.006624263088130511,-0.006253368533237972
2010-06-24,0.0036991086044651624,0.0039967283619491535,0.0037422754357405055,0.0025167902937954308
2010-06-25,0.005849243898643386,-0.0019778397889240076,0.007501902126057635,0.0056562843278252
2010-06-28,0.003436929940966271,-0.009126415459579217,-0.009561186218927209,-0.0011161842094425571
2010-06-29,0.00954982108672926,0.004262862573597759,0.00962166198516954,0.0042417713821085515
2010-06-30,-0.0010231799866264435,-0.004018999779391241,-0.0009973788451574264,0.0010226475994709076
2010-07-01,0.009768503354638792,-0.008080584236604316,-0.01176179942264397,0.003303967328803355
2010-07-02,0.006439777270883407,0.0007235870290593913,0.0037801281475164485,0.0023762990205950757
2010-07-06,-0.007409799837974718,-0.007324243459908053,-0.007692651086343227,-0.007463412695731016
2010-07-07,0.001173610567893424,0.004452221553688674,0.0012035832620610476,0.0006639180069649082
2010-07-08,0.001185899098458165,0.0016444832534080914,0.002394891229622576,0.0008620465947720701
2010-07-09,0.004640782539366284,-0.001014268310348343,0.007899561403104771,0.003379232996358984
2010-07-12,-0.0076033008968567906,0.0049960641435911725,0.006617632623575487,0.001276650763482175
2010-07-13,0.007686851989311005,0.004787286679899228,0.00670193986877512,0.00807641848286068
2010-07-14,0.0018316888854084778,0.0010220451108137185,0.002240482877302807,-0.0013208138542293302
2010-07-15,0.014007739463672331,0.006082845974195128,-0.010135499760911038,0.014094297131893918
2010-07-16,0.002716179981843746,-0.003926495404549768,0.007022875689284813,0.0030901409047797822
2010-07-21,0.012472234186204646,-0.002622683650540192,-0.0030318283724763972,0.0
2010-07-22,-0.0002740647511961791,-0.0010910681509950892,0.0001234623415575565,-0.0002510040160644082
2010-07-23,-0.0076764384847455075,0.0051563712016492675,0.008794346992490088,3.580660280944059e-06
2010-07-26,-0.00027937310961827504,-0.0005364063404299957,0.0001199695967094795,-3.6170588469839726e-05
2010-07-27,0.0001947553448141015,-0.0008583690987123749,-0.0009738782215440666,-0.0003385009778021701
2010-07-28,-0.010079914583480853,-0.007243956999905343,-0.0070655849610245175,-0.004968729607752624
2010-07-29,0.0028910999835743078,0.0009258744322825807,-0.003556319058125301,-0.0006968641114982743
2010-07-30,0.000835603204086155,-0.001048589383783227,0.0004501110816281348,-0.004798464491362786
2010-08-02,-0.004379504456670991,0.0019226586093629594,-0.00039031705217342817,-0.0016834686861716883
2010-08-03,0.0034579656769873957,0.0026787595316924095,0.0011035884638436189,0.004391264577780126
2010-08-04,0.004420075130156564,-0.0010239746907884316,0.001499857726909992,0.002131370470850008
2010-08-05,-0.00418947651675623,-0.003461731293094794,0.0016117725308939512,-0.0034595909440266063
2010-08-06,-0.012808788042973562,-0.0018345835736290894,0.0038848863870327485,-0.007848034268877776
2010-08-09,3.611561215288749e-06,6.892647364269421e-05,-0.000594987777844258,0.0014153001216869316
2010-08-10,0.0035912780458403184,0.0011910110305455523,0.0052040009600204055,0.004442385128238196
2010-08-11,0.004381798858183949,0.0014665591187207122,0.009855311465570815,0.0048968902807997785
2010-08-12,0.0013346812911436243,-0.005150971043885733,-0.002713201390822251,0.0024173964236296843
2010-08-13,-0.0024034136838479766,0.003709818205186366,-0.006852643410512304,-0.002781484678360764
2010-08-16,0.003281134042821976,0.00420716799107248,-0.002199314967155375,0.0074827573527481706
2010-08-17,-6.345158809848437e-05,0.005282252467440252,-0.0027256260854953587,-0.0017131940062504363
2010-08-18,-0.005034032774766972,-0.0016410010964833964,-0.005139259195759238,-0.0019124116436904396
2010-08-19,-0.0012538339236962237,-0.00044948057335241203,0.00022489056405072816,-0.0006961966171386003
2010-08-20,0.0010804704749759258,-0.001519772976628664,-0.00468795572887164,-0.0033799782652136345
2010-08-23,0.0027246973160896413,-0.00012400746725600448,0.004245008791947691,0.003039037761751055
2010-08-24,0.0026129866638015644,0.0038341443536814347,0.004092980886356434,0.00427567256389314
2010-08-25,0.0003961426762366881,-0.001383823714653554,0.0023229867425878853,0.0017962011331290272
2010-08-26,0.0008658372884171372,0.0019852229040761673,0.0024064535349157313,0.0025524222541057377
2010-08-27,-0.005401255181875309,0.002365181500866686,0.007649405657305453,0.0030511953029995764
2010-08-30,0.0037409349411126947,0.003421616505381797,-0.007119064314540547,-0.0019358673800279795
2010-08-31,0.008268462345449845,-0.0059750845539847,-0.009956423130726443,-0.00393401035002274
2010-09-01,-0.0007544181978675901,0.0033764042155085103,-0.0015514251797866365,-0.000512690745072375
2010-09-02,0.002657916107434688,-0.0007808352181834402,-0.0025149175542033887,-0.004583954883134299
2010-09-03,-0.0009672405290667818,0.00818229171309004,0.004431044143040741,0.0033221036719243515
2010-09-07,-0.002212213300989774,-0.0009898613708776206,-0.003408755997317336,-0.008568020359602005
2010-09-08,-0.00403416329975872,0.006173146531005779,0.0005249498554487976,0.0015532710263070793
2010-09-09,-0.0006007712790920827,-0.0003561136299113476,0.001939859785133291,0.0027792516638444342
2010-09-10,-0.004311844466019998,-0.0010439141087229542,-0.003401726008755523,-0.004057208391507509
2010-09-13,-0.0024333749070982956,0.0008668917646004415,0.002119729731278874,0.0009094586643130139
2010-09-14,-0.0057106779586924665,-0.002841047978753708,-0.0015257342368523387,-0.004263087509338598
2010-09-16,0.00240590885891454,-0.0026932994457086867,-0.0006593496390340896,-0.0009556637265136043
2010-09-17,0.0045265423649678786,0.001012632352926568,-0.003559709359793795,-0.0002106931065859278
2010-09-21,0.00033755815982001655,0.0028769100433806427,-0.007117226075587424,-0.0009035260618652785
2010-09-22,-0.008708075431939567,-0.004007300529801161,-0.0038722626419587683,-0.0075969551583363795
2010-09-24,0.009205191577985694,-0.0020085818002496757,-0.0015483592367719235,0.004039195828189464
2010-09-27,0.005278038666804985,0.002244441591516111,0.0012809462629593594,0.002791544977336735
2010-09-28,0.004906046237915152,-0.005671024124800094,-0.0001576892285631848,0.009483330195744544
2010-09-29,0.00041952417217481206,-0.004151342517891688,-0.006868410233358491,0.0035880422635353572
2010-09-30,0.004617110298201065,-0.007427964910726947,-0.0002942629602560986,0.003695505887406517
2010-10-01,-0.004140691731103341,0.0005914469914029441,-0.011040914128987889,-0.020387965620804284
2010-10-04,0.010258783187336884,0.003810221420894022,-0.00776190978350071,0.006337014820834849
2010-10-05,-0.0027748281114408965,0.007053370967046746,0.0032985027737649324,0.006658951720812156
2010-10-06,0.004024771494299628,-0.007034404487110013,-0.00022866321980234954,-0.0006125372777701034
2010-10-07,0.0019153002395892794,0.0020966672596660183,-0.0005023262515666538,-5.227047077156874e-05
2010-10-08,0.003951185913298483,0.004080455616850753,-0.009370359321547728,-0.005110668879522384
2010-10-12,0.005316263950010235,0.001040683117242168,0.0030873146501428934,0.00433033366822147
2010-10-13,-0.003667846513896489,-0.0008002616185963209,-0.0024636578607603265,-0.005320336720229191
2010-10-14,0.0030143664316530485,1.3552409991635268e-05,0.004323911082102439,0.0018890935891980947
2010-10-15,0.0006638889711448439,-0.0022915953309954103,0.002639385788591331,0.003109374375941258
2010-10-18,-0.005776994622874554,-0.004912129758009698,0.0015562154020953398,-0.00804680492180489
2010-10-19,-0.002991362457845459,-0.0010019418582605686,0.0004301953278337711,-0.0007903363279192738
2010-10-20,-0.0018297856634944543,-0.0017478497321874009,-0.00886881894959557,-0.009989194229360066
2010-10-21,-0.0028735150316245403,-0.0027839798440111975,1.0614719458157265e-05,-0.0020517147212145426
2010-10-22,-0.0013299661361742654,-0.0013784053800157902,0.00013209929226110084,-0.001715317813047834
2010-10-25,0.0030169031140807154,0.004520629754530114,-0.0004920205183009956,0.001307063317590577
2010-10-26,0.002285065291301103,7.966411793007834e-05,0.003241613604788829,0.0032482365534585644
2010-10-27,-0.0005464653198795407,0.007367552687376855,0.0020375264413907243,0.002218323601781547
2010-10-28,-0.002171240965548704,-0.000823385521936526,-0.0023811359234060304,-0.0013131482101037205
2010-10-29,-0.010498744031623097,0.015530395961525632,0.009714296989135085,-0.0014355189381756541
2010-11-01,0.006427097823376427,-0.001373991369977956,0.0014551215108453252,0.0022617723489880893
2010-11-02,0.0022859332004470986,-0.0007883622915922928,-0.00010804063185474445,0.0006373411868805837
2010-11-04,0.005148946706154756,0.0018175120879468931,-0.0052526922835468785,0.0013376804575515693
2010-11-05,-0.0023035819173869987,-0.002257584680927382,0.00962770664301622,0.002290330051883431
2010-11-08,0.002519276508157109,-0.0006746149986669003,0.0008157689918910193,0.0028676412730673376
2010-11-09,-0.003001360569349254,-0.0008022105157957647,-0.0011846497720559457,-0.002601279119719798
2010-11-10,-0.007982312083088682,0.004553533847635993,-0.0022393780306068974,-0.005379201546850916
2010-11-11,-0.011578694010007419,-0.008118554532588496,-0.0018159631358438011,-0.0036282880658158067
2010-11-12,-0.0019493650115154806,0.002001570916515161,0.006585792060018858,-0.0019184153400867803
2010-11-15,0.0021693127452702132,0.0007163168023791577,0.005001089807447112,
2010-11-16,0.000997103234614505,-0.002760080707680124,-0.0008486184848020442,-0.0018513980778133154
2010-11-17,-0.001571290709399098,-0.004589394537057356,0.0026397794552612155,0.002590845492860002
2010-11-18,0.004307426603330944,-0.004007667257934689,-0.013094890442714302,-0.009010564206351306
2010-11-19,-0.0059903779591361506,-0.003643528742070168,-0.005983207822736114,-0.004599455632926201
2010-11-22,0.004541123499637622,0.0032313664649604276,0.0064379816859125635,0.004676562377260829
2010-11-24,0.013196015452289322,-0.008696566880938294,-0.010086954175014129,0.013605442176870763
2010-11-26,-0.003637690093277457,-0.002871406568373236,-0.004101100739576547,-0.0032392129951998175
2010-11-29,-4.933948012477698e-05,-0.002456238691328805,-0.004837859138370515,-0.0021190540414140814
2010-11-30,-0.0015468685562293636,0.002874544180934691,-0.002678410281830534,-0.0026450395665992515
2010-12-01,0.00534861890428866,-0.0016341377640392452,0.001987188508375448,0.004535703424706457
2010-12-02,0.0035458255375339976,0.005528891324331942,0.001651491005999395,0.011748613992308718
2010-12-03,-0.0006419324181183405,-0.001476680982528289,-0.003004605282515005,-0.0028399253689416278
2010-12-06,3.5023757078556116e-05,-0.0003135752891119781,3.5023757078556116e-05,0.00020714224042788962
2010-12-07,-0.008009769966734036,0.001680658032171123,-0.005378191019365607,-0.00423456394881268
2010-12-08,0.0002663870960595504,0.0004265192263193107,0.0017934858068336056,0.004541690872498439
2010-12-09,-0.00017102658974512699,-0.00236682821934644,0.003641143508704081,-0.0013228099465315715
2010-12-10,-0.004350402617986072,0.002161442332527708,-0.0030924139631085088,-0.007397069765670838
2010-12-13,2.2024023952926276e-05,0.006209463404238558,-0.007641071643000519,0.001389583704023996
2010-12-14,0.002599577017246624,0.0008991215976610343,-0.005813593573414044,-0.005191392171668159
2010-12-15,-0.0019222946998527668,-0.002968297592316715,0.0024516113381093164,0.0019253558612732924
2010-12-16,-0.0034684029347294976,-0.002655394912692044,-0.002464555218035569,-0.0023141012769454274
2010-12-17,-0.001768140375178562,0.0018551756108125207,0.0009171063947632784,-0.002759066333812251
2010-12-20,-0.001751895611381182,0.000157135810706221,0.006761621318553512,0.0035025323521429104
2010-12-21,0.0023521496126992056,0.0017115607430560065,-0.00262016786958208,0.007196223421948145
2010-12-22,0.003077179317076406,0.0004942765256174654,0.0005770551583696992,0.0011964501492569028
2010-12-27,0.0015855856786039623,-0.0012622684709412413,-0.0030045441992899045,0.0002913752913753879
2010-12-28,0.0002071096663345262,-0.000576006188917777,0.0015525928852768269,0.001155867415482546
2010-12-29,-0.0019686287583553508,0.0032410547722933505,0.00027885566143262,0.0
2010-12-30,-0.002109981768257896,0.0005869041078480526,0.0009606163174978198,-0.0014498503121337537
2011-01-04,0.0040529357387046,-0.002604863130088297,0.006032183652498047,0.006081568321787581
2011-01-05,0.0011650525361448726,-0.0009915803458184769,-0.006613812200060321,-0.0016154472775350517
2011-01-06,0.0034311294745500427,0.0031998163058134963,0.004547339701279918,0.00335710803949676
2011-01-07,0.002785824898527367,-0.0006856435116051829,-0.00034022825825905654,
2011-01-11,-0.0005873901778600476,-0.0016290850355759725,-0.0014196166504238496,0.00028768699654779795
2011-01-12,-0.0077326216511944155,-0.0010692367221504903,-0.0011688716850371652,-0.0035300637250086048
2011-01-13,0.0003203358412027235,0.0002444675002119867,0.001183112282148935,-7.895453950286713e-05
2011-01-14,-0.0029808420080618793,0.006522683205889468,0.005465379940182346,0.007544126098963618
2011-01-18,0.006057541585456549,0.0005764552792054899,0.003912589183057524,0.002266217923163547
2011-01-19,0.0009764006764825916,-0.004535953439702279,0.0015499055340341794,
2011-01-20,-0.004531171865394312,0.001462671256436554,0.005939148293890595,0.0
2011-01-21,-0.01743874659933973,0.007238373116011786,0.022859950346322423,8.320237873538083e-05
2011-01-24,-0.0011120132428043437,0.0022694264839300928,-0.0024298090233425326,-0.0030078803333192573
2011-01-25,0.01448997953076252,0.007611807067487853,0.010562112884413466,0.013022312304097184
2011-01-26,0.001883756996776809,-0.0008431812825396398,-0.0005234050241661238,-0.0011784895753207034
2011-01-27,0.0037179721715365766,0.00221445744865012,0.0005347145459996703,0.002457651110881024
2011-01-28,0.001801492403230998,0.00602703101652482,-0.002268370863338842,0.0023696185593080994
2011-01-31,0.003336228341462877,0.0026973099950171834,0.004811983552631127,0.002119332858106948
2011-02-01,-0.002670063879319118,0.0014905173527632433,0.0007289558412516771,0.00037990133664667623
2011-02-02,0.007704366381484773,-0.003294819219697942,-0.0033878797897086256,0.0015060960557291558
2011-02-03,-0.00928152481949951,-0.002376886201608097,-0.006623624976275711,-0.006112397116959479
2011-02-04,-0.0041010273565174945,-0.007432115337569178,0.005107741277674505,-0.013589358068645252
2011-02-07,-0.0015175816111622667,0.003867558118603931,0.002838042959978404,0.0063345717653242595
2011-02-08,0.002266256946854983,-4.5156608961716095e-05,0.002232980002627216,0.0016767300970938139
2011-02-09,-0.011308826235184742,0.004915516867176217,0.012338699569549538,
2011-02-10,0.008573067208266517,-0.0016449302882052264,0.0008641134868951458,-0.000945179584120992
2011-02-14,0.11839421886787198,0.09456946729498812,0.09677264966952914,0.1122124875924375
2011-02-15,0.0017975495928215903,-0.00021953058104300376,0.004023740507381724,0.00418557263544255
2011-02-16,0.004713780291568792,-0.0038971242423195386,-0.0006930080269280212,-0.008155914357357075
2011-02-17,-0.005328711914433626,-0.0008548575868197574,-0.004989208572902526,-0.0033661030405819393
2011-02-18,-0.00040024969328964497,0.0020035407792670322,0.0014540436090531238,0.0019295706705257376
2011-02-22,-0.015315801361896276,0.014111254228604552,0.011764859637703106,0.005248734628175322
2011-02-23,0.0029933860374047106,0.0011132199658530299,-0.0003003658532646945,0.0005264674410448422
2011-02-24,-0.004238832007921568,-0.004402538532576616,-0.004194211053945862,-0.004413703152578592
2011-02-25,0.004505477074027153,0.001074160416961823,-0.0029875895212122527,-0.0008878516661961302
2011-02-28,0.007942947028304071,0.002383918939393848,0.0029543309540773326,0.005213617924773317
2011-03-01,0.009531479250443375,-0.005448759793701675,-0.00804984617355946,-0.0009070396235989486
2011-03-02,-0.0015766896512668044,0.001917027157197571,-0.004313809158225279,-0.008118697556191748
2011-03-03,0.0006052099128035283,0.00018444661783325602,-0.0005200554167226201,0.002624696684776046
2011-03-04,-0.0020449627136823745,0.006401945263396124,0.0047239187032183105,0.007395610989768098
2011-03-07,-0.0002707112179610293,0.0020887484960264713,0.0039007963337159834,0.0026613775499999912
2011-03-08,-0.00277230779258979,-0.002099703039959122,0.00298964174742995,0.003387297150399815
2011-03-09,-0.0047298417935098145,0.0041539305232641596,0.007373857251980942,-0.003892158841307558
2011-03-10,-0.016265365105475493,0.012592641433240126,0.012841664324010859,0.0036760457471262473
2011-03-11,-0.0016352664037118103,0.001436391807871717,0.012636045508326622,0.010611354353908845
2011-03-14,0.0073559303049277325,0.005522442971898897,0.024239359184794675,0.007218714878629948
2011-03-15,-0.005674456914708803,0.004107390737136216,0.0032189353545781785,-0.02624709529456825
2011-03-16,-0.01948642369823161,-0.018032051110995154,0.0001836290575372157,-0.010122715533639352
2011-03-17,0.02412519254241772,-0.0154980881623205,-0.013273500405810013,0.008563678236964394
2011-03-18,0.005866850963896386,-0.006235489345100476,0.006484076768745362,0.0093768147210088
2011-03-22,-0.023403035218795876,0.02169453472567575,-0.01427992801247029,-0.03910261817330786
2011-03-23,0.004629343196066228,-0.0036860600303118673,-0.005384935101513921,-0.011909054531926422
2011-03-24,0.017044102797555683,-0.014992521091969713,0.012727487870549205,0.016115464810451088
2011-03-25,-0.006741442064818902,-0.0074832164089741575,0.00558871548364459,0.01268535078001103
2011-03-28,0.0030218641623462666,-0.0038463301783044244,0.0027841167342293137,0.010401383283822018
2011-03-29,0.00661229908491523,0.005398592017215598,0.01217404534949813,0.014383538277626756
2011-03-30,0.017836615353862294,-0.008769996650951085,0.0009302830301270992,0.00923821603547629
2011-03-31,-0.0014836614364207796,0.0015588267049946314,0.00300598108447272,-0.005163893181821791
2011-04-01,0.010032599501291473,0.004316444668898868,0.012891939548110853,0.009117669989120437
2011-04-04,0.009835956749549356,-0.00529499783773073,0.006034686060508499,0.013434497846890289
2011-04-05,-0.009477940834550223,0.0032831538906518583,0.01050262090075329,0.001849471016303431
2011-04-06,-0.003990284676512102,0.004251778160906538,-0.00818312808805437,-0.011866721238980759
2011-04-07,-0.006505271359836585,-0.004233326890741962,0.004800084377110925,0.00036686864059535217
2011-04-08,-0.007667765064237875,-0.0029429753483609204,0.009529748102410942,-0.0063372211691102125
2011-04-11,0.0019215230679774152,-0.0030268751205128727,0.0021253730504845465,0.004615512886434037
2011-04-12,-0.0034758014404534963,0.002071347915407795,-0.0011506822058519718,-0.0015037884059533393
2011-04-13,0.003486028033520827,0.0005534615304233492,-0.00019173333614188638,-0.0030983185812364063
2011-04-14,0.000557132073505117,0.0023876136701651996,-0.004017803448687763,-0.006567940397727981
2011-04-15,-0.00022309244687042113,0.00023000993328381458,0.005916878858929176,0.0013848158126340583
2011-04-18,0.006206605512942788,-0.011413078573936364,0.005662555211723652,0.007792136536597154
2011-04-19,-0.003346347094066027,-0.0014490653675606647,-0.0009240357821587831,-0.0021180586953090203
2011-04-20,0.0014562998061363741,-0.002891984138428172,0.00033518588626213486,-0.0012496022347357103
2011-04-21,0.0006776797850765572,-0.0022371171009261336,-0.0002151135496798684,-0.00019062535884805109
2011-04-25,-3.72391668576721e-05,-0.008171993025070457,0.009690307213635639,0.007442407219408938
2011-04-26,0.0013105733295342365,0.002854426806635302,0.0008007270800365345,0.001991284624709222
2011-04-27,0.0040234580508632595,-0.002561502351469702,-0.00259463004639886,-0.0007762240897350725
2011-04-28,-0.0003556226604861873,0.00021890100571275717,0.007858371832344547,0.0058471561833134955
2011-05-02,-0.007760345189949436,0.004827762117890622,-0.002059710545861537,-0.003938548212119778
2011-05-06,-0.0021019347294682464,-0.007008043710556567,0.005702652467382796,0.004444302144971468
2011-05-09,-0.0017533392926187387,0.0008560986252605035,-0.004728861747063906,-0.0008659818493712114
2011-05-10,0.001380204504684479,0.003934208522839766,-0.0007205601151736073,0.005536774181906197
2011-05-11,-0.0013837871693036519,0.000790396775138591,-0.0010954217779804544,-0.00041737318698920577
2011-05-12,0.003504493421512889,-0.0017448602001343574,-0.0029019091662600307,-0.005448753799348268
2011-05-13,0.011043098305160395,0.00285999781487376,0.006751072709674124,-0.0030020143737714416
2011-05-16,0.0066112004534385925,0.004832910823857528,0.00499386418363621,0.006608440935957327
2011-05-17,0.014238940015658664,-0.00803807832896799,-0.01730264989075201,-0.0040136733103756355
2011-05-18,-0.0011841816510659298,-0.0016625167374959785,-0.004575358080096658,-0.0018056867105744542
2011-05-19,0.009701038891474912,0.00271691190734793,-0.004055017030052222,0.0059805435552653385
2011-05-20,0.0017461032459818561,0.0020887512756800233,-0.001600246384259929,-0.0001671758628703588
2011-05-23,0.0027396921758731548,0.002058396969604347,-0.010933411815702643,-0.009442252618939698
2011-05-24,-0.004540875837100034,-0.005061141566228633,-0.006557188902920252,-0.007663134655454651
2011-05-25,0.0014376425473322076,-0.00020059853976830402,-0.0001706819844908389,0.0024016576146674113
2011-05-26,0.001135561089543735,0.003032895026946081,-0.00014704409581418583,0.0014142648626245995
2011-05-27,0.0009832109353907544,0.00042091458852051584,0.0026691902946305965,0.007745995274258492
2011-05-31,-0.00141444751114843,-0.001293570543856504,0.007943637782596102,0.0035963805813893357
2011-06-01,0.005052406663994846,-0.00013925239701710894,-0.00420566262414368,-0.00015128377968647353
2011-06-02,0.00020916648735458399,-0.005985211176234451,0.004016311777341142,-0.00028450883706169214
2011-06-03,-0.001416191758285756,-0.004441304288583846,-0.003909163575043029,-0.008062173463764088
2011-06-06,0.01709139466270935,0.01791372408325516,0.00802184902961691,0.022664500195279325
2011-06-07,0.0006983298424865893,-0.006577194837921695,-0.006296806455195614,-0.004222218001463368
2011-06-08,0.0005696560823808426,0.0003362070733531118,0.0014071100039174443,0.00441086512656456
2011-06-09,1.881691631908664e-05,-0.0016515686034382694,0.003620363480308786,0.0012402778820359637
2011-06-10,0.008364901343956576,-0.0009273280193684787,0.007220346857635507,0.009499838271061722
2011-06-13,-0.0014310258321011294,-0.002988548273023772,-0.007236236415040942,-0.010347110054982178
2011-06-14,-0.025182827377328288,-0.0039080495902247495,0.00529100935408864,-0.00937209705163089
2011-06-15,0.004309830982501062,0.001649396267649328,-0.002119462066916,0.0016112050967536833
2011-06-16,-0.0008302097097377505,-0.000994569071107598,-0.007175064375643702,-0.00695970748273334
2011-06-17,0.001065317424264878,0.008952936954865499,0.01278947131333159,0.01283031989514069
2011-06-20,-0.004428949256600356,0.0020502584229765254,0.01046883819619766,0.0029308973281017632
2011-06-21,-0.005318967404288411,0.006323099864931891,0.010008667170036057,-0.0013902317083486105
2011-06-22,-0.007351072763920174,-0.0035464509602903364,0.012486715392972346,-0.0008430126139031546
2011-06-23,0.0031702642622057683,0.002230266088489685,0.0019123043451426012,0.00866805111120102
2011-06-24,-0.005668560335838291,-0.0026787491972004585,0.005771490382628142,0.004660365604789403
2011-06-27,0.009174191247301611,0.0031986631744344244,0.0031986631744344244,0.007317777285441446
2011-06-28,-0.0015804536902810362,-0.0012585071541316938,0.0008432022361301915,-0.0022776231928214397
2011-06-29,-0.0006669200456945745,0.00020092527744868232,-0.0038326773871424358,-0.0018695346408879711
2011-06-30,-0.0013074242935738887,0.0007364911070169011,0.002102333858991656,0.0008095418319650715
2011-07-01,0.001682956011639458,-0.0030044035524100063,0.005833556884297875,0.0046805371697331635
2011-07-05,-0.002456493059603537,0.0007449067917470576,-0.0009881571463306038,-0.0005164346764867313
2011-07-06,-0.0031630265568303177,-0.006853540245822387,0.006054478355937042,0.0032038605224062656
2011-07-07,0.0020814817057494437,0.002616243626690551,-0.007207540002297796,-0.0027120285672976342
2011-07-08,-0.0007684017114707898,0.0010745044989372457,0.0025247759991472215,-0.0004142472306538133
2011-07-11,-0.0007052143422003666,-0.0010645042574338737,0.003111437581193144,-0.0007080672569609425
2011-07-12,0.0032394180143748173,0.004196920907822821,0.004196920907822821,0.004588911163030757
2011-07-13,-0.0045724299460130355,-0.0013082781643823042,-0.004642971978974808,-0.0034895727759758684
