Strategy,AR%,RISK%,R/R,MDD%,N_days
MOM,3.745407579532293,10.203922821258628,0.36705565547097174,-28.325414500877045,3735
PCA_PLAIN,6.655624781930099,10.302116246626131,0.646044426465268,-21.347633155221295,3734
PCA_SUB,23.341235387427727,11.666121351982829,2.0007708374695197,-12.204275370596964,3734
DOUBLE,14.190143385481695,11.318073959580287,1.253759556277711,-14.967483367384155,3692
